Post_Title,Post_ID,Post_Date,Post_Score,Comment_Text,Comment_ID,Comment_Author,Comment_Score,Comment_Date,Ticker,Ticker_Mentions_In_Comment,Ticker_Mentions_In_Post,Is_Hinglish,Hinglish_Score,VADER_Sentiment,TextBlob_Sentiment,Combined_Sentiment,VADER_Compound,TextBlob_Polarity
"Going to buy SBI stock, I am bullish. [A bull entered in SBI's branch in Unnao]",193hycn,2024-01-11,7865,Iske 15 lakh aa gaye deposit karne aaya hai,khbwgnb,_underscore_exe,2,2024-01-11,SBIN.NS,0,2,True,3,Neutral,Neutral,neutral,0,0
"Going to buy SBI stock, I am bullish. [A bull entered in SBI's branch in Unnao]",193hycn,2024-01-11,7865,Great move! Investing in SBI shows confidence. Any specific factors driving your bullish outlook?,khbxelo,thechapelatnew,2,2024-01-11,SBIN.NS,1,2,True,2,Positive,Positive,bullish,1,1
"Going to buy SBI stock, I am bullish. [A bull entered in SBI's branch in Unnao]",193hycn,2024-01-11,7865,"Koi lunch time nai, paisa nikalo Mera.",khbxzrg,Expensive_Slice_4835,2,2024-01-11,SBIN.NS,0,2,True,2,Neutral,Neutral,neutral,0,0
"Going to buy SBI stock, I am bullish. [A bull entered in SBI's branch in Unnao]",193hycn,2024-01-11,7865,Welp time to buy SBI shares. I know a sign when I see one.,khbz0bd,[deleted],2,2024-01-11,SBIN.NS,1,2,True,2,Positive,Neutral,bullish,1,0
"Going to buy SBI stock, I am bullish. [A bull entered in SBI's branch in Unnao]",193hycn,2024-01-11,7865,Bhai wo account open karwane aaya hai.,khc08kw,I_m_atharva,2,2024-01-11,SBIN.NS,0,2,True,3,Neutral,Neutral,neutral,0,0
"Going to buy SBI stock, I am bullish. [A bull entered in SBI's branch in Unnao]",193hycn,2024-01-11,7865,Aur Karo beef ban,khc1g56,bunny_sl,2,2024-01-11,SBIN.NS,0,2,True,2,Negative,Neutral,bearish,-1,0
"Going to buy SBI stock, I am bullish. [A bull entered in SBI's branch in Unnao]",193hycn,2024-01-11,7865,Usko bhi apna account khulwana hai. Form dedo usko. Next in line: Bear.,khc2yna,Which_Cattle_9139,2,2024-01-11,SBIN.NS,0,2,True,2,Neutral,Neutral,neutral,0,0
"Going to buy SBI stock, I am bullish. [A bull entered in SBI's branch in Unnao]",193hycn,2024-01-11,7865,Bhai paise de do yaar uske khaate mai se,khc3ndh,ambsthebombs,2,2024-01-11,SBIN.NS,0,2,True,4,Neutral,Neutral,neutral,0,0
"Someone turned $40,000 into $4.4 BILLION with Bitcoin 🤯",1lrksgx,2025-07-04,2204,Bhai tu agar FD kar leta SBI mein. Usme 4.5% interest guaranteed milta. FD >> bitcoin.,n1btbir,here4geld,1,2025-07-04,SBIN.NS,1,0,True,3,Positive,Neutral,bullish,1,0
Follow up statement by Hindenburg on Adani,10lsh9o,2023-01-26,2015,"Like adani will ever file a case in US courts XD they have ti disclose documents and then they will be shooting their own foot. Likely they are gonna file a meaningless case in india and use that As PR to say "" Hindenberg is not responding to us blah blah..we are correct "" indian courts like Indian politicians will be more than welcome to sell out to adani. Like it has been said a million times,this report is only meant to fuck up adani globally perhaps even getting them blacklisted in other countries for a couple of decades. Time which they will use to prop up legitimate businesses in india by looting money from the every willing SBI with loans collateralized by their pumped up shares, and then 20 30 years later they will deny they ever did anything wrong. Dhirubhai Ambani did the same back in the 80s and 90s ,it's the same playbook. Congress BJP doesn't matter..as long as we have politicians who don't put indias interests over these fraud firms and let have a free go at TAxpayer money..nothings gonna change.",j5yr1nk,saiko1993,157,2023-01-26,SBIN.NS,1,0,True,5,Positive,Neutral,bullish,1,0
Holy Fuck 😂😂,mkns3e,2021-04-05,1872,"[This actually happened]( > Officials from the original SBI branch in Panruti, upon visiting the fake branch found that the infrastructure mirrored that of official branches of the bank according to reports. Police officials said that Kamal Babu had procured lockers, technological hardware, and other documents for the duplicate bank. The accused, police said, visited his now-deceased father at SBI during his younger days and from there remembered various aspects of a bank branch. Kamal Babu had applied for his father’s bank job but his application was delayed. > Surprisingly, no customers from the city have reported any loss of money at the fake branch. Kamal Babu who is said to be the brains behind the operation told police officials that his intention was never to cheat people but he only wanted to open a bank for himself, local media reports said. RBI, give this guy a bank licence!",gth75uw,vouwrfract,231,2021-04-05,SBIN.NS,2,0,True,4,Negative,Negative,bearish,-1,-1
Today's Mint Front Page,10ot8dh,2023-01-30,1738,Hopefully this will also lead the voters to action and kick of their backers in power in the next election. No way Fin Min weren't aware of these shady practices and bizzare investments of lic and SBI,j6h5r1g,[deleted],3,2023-01-30,SBIN.NS,1,0,True,3,Positive,Neutral,bullish,1,0
Smartest trader of India,1j0q5u2,2025-03-01,1623,"Market 0 => TCS, INFY kal se band ho jayegi. Reliance bhi band. SBI and ICICI bank sab business kal se band.",mfdkqhl,GoldenDew9,341,2025-03-01,SBIN.NS,1,0,True,3,Neutral,Neutral,neutral,0,0
